"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002330",323.69213499328,-0.677726698548599,0.405026779282124,-1.67328861501408,0.0942704926268579,0.258388459139948
"ENSG00000002549",1890.75123822908,0.510328577788006,0.391706962135431,1.30283254350624,0.192631937713463,0.406637623683448
"ENSG00000002586",1929.97701714526,0.220740533809429,0.315588082061999,0.699457762685929,0.484266000172469,0.700518145055252
"ENSG00000002587",143.566335225556,0.627103982647267,0.355786175254958,1.76258670589963,0.0779702208682705,0.228980919786491
"ENSG00000002726",3015.34945101763,-1.52608767401063,0.440773737417719,-3.46229265598093,0.00053559441987158,0.0055579912946431
"ENSG00000002745",4.24700826232426,1.97704156082301,1.537680749899,1.28572953843174,0.198537468616377,0.414575008626846
"ENSG00000002746",8.94364582466491,1.74711400687978,0.762942472564674,2.28996820822776,0.0220231596633681,0.095208134092814
"ENSG00000002822",369.167645414201,0.627673941042778,0.316717874001043,1.9818077619475,0.047500760409196,0.163706939616236
"ENSG00000002834",6348.87159627592,0.101052659428092,0.326836659427295,0.309183980784661,0.757181578805265,0.880422920078566
"ENSG00000002919",363.807609835345,-0.205898651912297,0.28953919305466,-0.711125322067977,0.47700657966887,0.695502269956608
"ENSG00000002933",2543.61778061242,0.858442042755081,0.761212777935955,1.12772941763112,0.25943420990959,0.488670515798739
"ENSG00000003056",1545.50702055905,0.327328737709225,0.281597151540912,1.16240074133587,0.245072722306786,0.472871596345251
"ENSG00000003096",210.857144709088,2.07005287396348,0.897391294714088,2.30674499090501,NA,NA
"ENSG00000003137",35.7848849100066,0.14328172949543,0.818889102301651,0.174970858804578,0.861102531629302,0.936559480102281
"ENSG00000003147",809.23774863821,1.00610478072406,0.372177582579548,2.70329226642505,0.00686563481225578,0.0406860078621652
"ENSG00000003249",154.120842983582,2.49304151507323,0.478441814790429,5.21075173198492,1.88076995364797e-07,7.51926486539583e-06
"ENSG00000003393",371.682311858441,0.585740704705373,0.331828656853337,1.7651902348032,0.0775317992482811,0.228286788644102
"ENSG00000003400",673.485053011964,-1.97136569184676,0.474855111092026,-4.15150989385625,3.30288983374579e-05,0.000586325973528799
"ENSG00000003402",1886.39436991956,-0.494593226914704,0.208755177115475,-2.36925011273428,0.0178241952732822,0.0817011369386961
"ENSG00000003436",311.607589135249,-0.12569044388858,0.299076128997671,-0.420262373696696,0.674293793623708,0.829298057676481
"ENSG00000003509",180.95498100414,0.235439725703014,0.260986640056664,0.90211409155617,0.36699626400504,0.599295473366972
"ENSG00000003756",1238.3900753829,-0.777367247103415,0.176566765399691,-4.40268158814432,1.06921031894431e-05,0.000230570409041492
"ENSG00000003987",15.6442305399676,-1.92831466878572,0.672008270227847,-2.86948056179713,0.00411146602883279,0.0271845003114037
"ENSG00000003989",175.924992776839,-1.01578351543784,0.63945362526396,-1.58851787730273,0.112169281796848,0.289341256931798
"ENSG00000004059",1510.21031286256,0.75047774015767,0.346768220323561,2.16420564565408,0.0304485702023993,0.120341150729755
"ENSG00000004139",124.406667601064,-0.321226174230067,0.437699697022178,-0.733896268184509,0.463011961679529,0.683900312103082
"ENSG00000004142",1569.2594911009,0.53790309091524,0.38896598091018,1.38290523417124,0.166693925192398,0.3725098940524
"ENSG00000004399",1047.17835018125,0.811471110794447,0.450999058069566,1.79927451349417,0.0719752675943244,0.217215208128026
"ENSG00000004455",2422.77090273319,0.00679643255071324,0.323164313832598,0.0210308881884584,0.98322101590948,0.99377629916126
"ENSG00000004468",111.329754093456,-0.945566793567776,0.744880005786443,-1.2694216333132,0.204290724474293,0.421895450480753
"ENSG00000004478",3922.04475907975,1.01863411262278,0.391936492363864,2.59897746820958,0.0093501910361332,0.0512007855508274
